Chr	Start	End	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr12	117195642	117196151	1846	74741	18678	19618	19618	1415	958
chr12	117218291	117218989	0	77868	37212	38287	3136	399	13953
chr12	117386948	117387896	0	66036	27484	10220	10200	2488	0
chr12	117576698	117577767	1553	66209	38999	3149	2249	4626	4807
chr12	117870580	117871201	245067	10477	242095	134358	6126	2345	5013
chr12	118566238	118566544	1801	284889	6246	7272	7252	7249	32898
chr12	119085196	119086782	229192	229167	269196	40934	1654	4319	0
chr12	119410033	119410705	554029	93966	594033	8087	6811	0	0
chr12	120520773	120521783	6153	278078	2765	3193	3193	1979	12717
chr12	120601640	120605072	0	194789	24519	0	0	6677	0
chr12	121844575	121845466	0	764885	4609	5851	6071	6009	922
chr12	123008955	123009438	2309	309492	0	2078	1309	12044	1910
chr12	123393704	123394518	38710	74651	7354	6940	6900	204	0
chr12	124131274	124131990	0	226286	11553	12890	8106	7054	10105
chr12	124726326	124726980	81330	54610	146545	31295	31296	2047	7738
chr12	126105881	126106442	481358	214285	471600	61994	28865	2955	0
chr12	126600100	126600517	651216	708504	655285	253634	75279	5158	9621
chr12	126703104	126704137	547596	811508	551665	356638	26973	797	30250
chr12	126721695	126723356	528377	830099	532446	375229	24191	4112	27958
chr12	128030927	128031912	779057	1305679	462620	265443	12479	7918	0
chr12	128157670	128158297	905800	1179294	589363	392186	3879	3837	8152
chr12	128620410	128621208	654537	716383	646496	673611	53708	20357	4438
chr12	128984860	128985313	290432	352278	282391	309506	34323	14223	9230
chr12	129157275	129158310	117435	179281	109394	136509	8549	0	8194
chr12	129614398	129615788	310178	276689	275284	160178	104898	16604	12108
chr12	129938301	129939560	634081	600592	599187	484081	169517	5403	0
chr12	130697811	130699913	581300	553220	498780	65920	49467	2386	25613
chr12	130794840	130797442	483771	455691	401251	2694	2694	9723	0
chr12	130925157	130925766	355447	327367	272927	124873	39886	4854	0
chr12	131493081	131493502	132636	80066	3958	26454	6026	2093	9482
chr12	131526399	131527375	165954	113384	6392	6295	6315	3413	0
chr12	131544823	131545884	184378	131808	24816	24719	24739	1185	0
chr12	132262189	132262873	0	50731	3471	3525	1045	1157	206
chr12	133246225	133246938	0	58964	15797	17038	15958	2214	984242
chr13	53534	54379	20163085	20647322	20084757	20084717	19186397	19163386	18013767
chr13	652055	652837	19564627	20048864	19486299	19486259	18587939	18564928	17415309
chr13	2498524	2498879	17718585	18202822	17640257	17640217	16741897	16718886	15569267
chr13	3717053	3717629	16499835	16984072	16421507	16421467	15523147	15500136	14350517
chr13	4349247	4350441	15867023	16351260	15788695	15788655	14890335	14867324	13717705
chr13	4451691	4453475	15763989	16248226	15685661	15685621	14787301	14764290	13614671
chr13	4521568	4521961	15695503	16179740	15617175	15617135	14718815	14695804	13546185
chr13	5378405	5379936	14837528	15321765	14759200	14759160	13860840	13837829	12688210
chr13	5390354	5390946	14826518	15310755	14748190	14748150	13849830	13826819	12677200
chr13	6477805	6478404	13739060	14223297	13660732	13660692	12762372	12739361	11589742
chr13	6597110	6597629	13619835	14104072	13541507	13541467	12643147	12620136	11470517
chr13	6940589	6941223	13276241	13760478	13197913	13197873	12299553	12276542	11126923
chr13	7937708	7939378	12278086	12762323	12199758	12199718	11301398	11278387	10128768
chr13	8107111	8107986	12109478	12593715	12031150	12031110	11132790	11109779	9960160
chr13	8452283	8453129	11764335	12248572	11686007	11685967	10787647	10764636	9615017
chr13	10744291	10744837	9472627	9956864	9394299	9394259	8495939	8472928	7323309
chr13	10999373	11000306	9217158	9701395	9138830	9138790	8240470	8217459	7067840
chr13	11116329	11117512	9099952	9584189	9021624	9021584	8123264	8100253	6950634
chr13	11190274	11191111	9026353	9510590	8948025	8947985	8049665	8026654	6877035
chr13	11808088	11808700	8408764	8893001	8330436	8330396	7432076	7409065	6259446
chr13	11853546	11854040	8363424	8847661	8285096	8285056	7386736	7363725	6214106
chr13	12169336	12170171	8047293	8531530	7968965	7968925	7070605	7047594	5897975
chr13	12592950	12593552	7623912	8108149	7545584	7545544	6647224	6624213	5474594
chr13	12842341	12842757	7374707	7858944	7296379	7296339	6398019	6375008	5225389
chr13	13194590	13195154	7022310	7506547	6943982	6943942	6045622	6022611	4872992
chr13	14462781	14464572	5752892	6237129	5674564	5674524	4776204	4753193	3603574
chr13	14742030	14742616	5474848	5959085	5396520	5396480	4498160	4475149	3325530
chr13	15081028	15081930	5135534	5619771	5057206	5057166	4158846	4135835	2986216
chr13	15793748	15794287	4423177	4907414	4344849	4344809	3446489	3423478	2273859
chr13	16174173	16174558	4042906	4527143	3964578	3964538	3066218	3043207	1893588
chr13	16427638	16428825	3788639	4272876	3710311	3710271	2811951	2788940	1639321
chr13	17741696	17744164	2473300	2957537	2394972	2394932	1496612	1473601	323982
chr13	18056918	18057767	2159697	2643934	2081369	2081329	1183009	1159998	10379
chr13	18324179	18324647	1892817	2377054	1814489	1814449	916129	893118	9704
chr13	19257635	19258969	958495	1442732	880167	880127	16711	39576	0
chr13	21963071	21963482	285	217556	46909	46654	11211	37549	0
chr13	22365614	22366276	226835	99968	116039	120350	57315	593	0
chr13	22761971	22762624	623192	496325	25338	24567	24567	0	3600
chr13	23394834	23395516	518833	361358	62584	94200	19056	6815	9266
chr13	23724659	23725725	188624	31149	221023	157955	8041	5878	0
chr13	24386244	24386917	24625	167102	4021	4340	846	946	0
chr13	25525690	25527010	39514	68372	15267	27966	2365	15473	0
chr13	25692226	25692919	152541	70836	52071	3642	3262	180	0
chr13	26224941	26225682	318550	932	251061	76117	26905	26835	29948
chr13	26345380	26346570	436476	60451	130173	33129	6086	2654	14642
chr13	27198861	27201525	217339	26616	66417	22777	22817	1366	34452
chr13	28058619	28059473	38701	67418	1317	6955	1215	2391	2823
chr13	28221614	28222368	1471	31697	24250	25650	12420	2852	3505
chr13	28504333	28504904	264442	492	8722	23192	5831	93	2971
chr13	28513038	28514012	273147	9197	13798	14084	14084	4814	11676
chr13	28550887	28551695	285623	377	22793	22643	601	0	0
chr13	28837568	28838099	89	167545	122679	4457	4917	5028	0
chr13	29260754	29262169	7327	154644	25721	20047	20067	2118	8705
chr13	29849843	29850738	234043	35314	149609	78819	19293	6924	1238
chr13	29967472	29968571	116210	24404	199248	113845	30128	1612	22610
chr13	29991262	29991846	92935	1129	175973	90570	16910	191	18145
chr13	31289386	31290348	56305	10341	18837	4348	4348	0	2397
chr13	32196560	32197518	467908	199493	222870	190456	8491	2112	24149
chr13	32296391	32297691	567739	299324	122697	123025	18645	1459	226
chr13	32628545	32629923	293622	631478	22420	12701	12681	3489	0
chr13	34727032	34727590	310159	1136900	333440	3626	3666	2989	355
chr13	35026709	35027984	609836	1436577	487711	295345	53817	2723	802
chr13	35332675	35334111	915802	1538193	181584	182205	7991	113	0
chr13	37661026	37662386	47282	167354	26659	20940	17193	0	8921
chr13	37765909	37766429	152165	272237	131542	82435	122076	6372	76666
chr13	38016217	38016994	402473	522545	381850	332743	47660	4649	4835
chr13	38313081	38313874	699337	819409	441044	609682	52658	3664	10890
chr13	40818889	40819901	310048	50014	142768	6057	36043	5524	10744
chr13	41311919	41312494	14641	543044	31371	32842	32842	10793	30900
chr13	41513607	41514205	802	744732	17349	17583	5763	6931	0
chr13	41821018	41821533	515	1052143	15266	16143	16183	7683	0
chr13	41905712	41907344	8270	1136837	18461	19738	19188	1935	11648
chr13	42760677	42761723	90	531508	83297	75733	28673	2404	20206
chr13	42774804	42775471	1749	517760	69549	70505	14925	14833	34333
chr13	43585361	43585636	25029	137539	11481	12000	12040	3653	5206
chr13	43653546	43654254	42312	68921	3621	3815	3802	0	0
chr13	44110490	44110894	353400	99210	159715	228146	37271	232	14284
chr13	44220380	44221590	242704	10067	49019	232006	28986	13318	0
chr13	44452660	44453262	11032	42375	0	334	0	167	0
chr13	44931971	44932607	467549	14247	76458	76689	15394	610	3875
chr13	45249260	45250090	288462	38546	96618	6136	6116	0	0
chr13	45310907	45311644	226908	82941	158265	30837	6783	874	0
chr13	45386626	45387219	151333	7366	104012	43997	6278	3187	4245
chr13	45665806	45666988	76026	215945	26740	27568	16048	8637	1933
chr13	46024942	46026308	27894	141866	11936	8849	8838	8851	0
chr13	46176616	46177440	66413	379	91817	9432	9432	9093	23031
chr13	46780914	46781527	34600	318792	3775	4409	4350	435	4452
chr13	48372572	48373159	140605	362733	201030	202257	134392	0	43399
chr13	48760508	48761400	103237	24498	45245	91164	23036	3664	0
chr13	49368280	49369095	204010	27813	140020	24776	24776	1042	37006
chr13	50124102	50125121	60	257198	33617	9278	9218	319	10920
chr13	50671806	50673117	30498	16679	14376	15422	7739	7894	30336
chr13	51672365	51673609	122335	14147	33754	26407	26407	54	0
chr13	52152746	52153615	122516	279319	4053	4761	4741	4553	30005
chr13	52548611	52549491	45821	9228	35821	36845	14467	435	3598
chr13	52589827	52590365	4947	4232	2162	3343	3323	4433	0
chr13	53728956	53730153	472997	80400	302959	2852	2872	218	0
chr13	54275157	54279870	1019198	626601	849160	450493	14112	1125	8109
chr13	55227180	55227802	1971221	1578624	1801183	158320	5138	1703	0
chr13	56091207	56092248	2835248	2442651	2665210	215715	76243	0	0
chr13	56100545	56101839	2844586	2451989	2674548	225053	66652	8752	0
chr13	57014789	57015599	3758830	3366233	3588792	217661	9355	8414	916
chr13	58280129	58280852	2777476	4631573	2455652	213305	75945	19518	20293
chr13	58383803	58384371	2673957	4735247	2352133	316979	22037	912	8837
chr13	58437338	58438287	2620041	4788782	2298217	370514	9979	5466	0
chr13	58920426	58921136	2137192	5271870	1815368	608998	14719	2853	0
chr13	60705139	60706990	351338	7056583	29514	30606	20140	1533	0
chr13	62083175	62084336	979035	5719885	699162	7706	21520	5897	652
chr13	62504336	62505246	1400196	5298975	278252	107250	50207	22844	0
chr13	62571850	62572603	1467710	5231618	210895	39893	36824	11164	19632
chr13	62817510	62818462	1713370	4985759	33334	33546	30887	7863	0
chr13	63057094	63057637	1952954	4746584	272918	40719	28979	2040	12409
chr13	63879221	63880006	2775081	3924215	330470	780417	47853	9141	0
chr13	63901845	63902562	2797705	3901659	307914	803041	25297	12404	0
chr13	64275578	64276491	3171438	3527730	64398	1176774	7216	10963	0
chr13	66114980	66115843	5010840	1688378	1688400	1688645	186716	13469	6301
chr13	66237831	66239261	5133691	1564960	1564982	1565227	118384	6640	6976
chr13	66615527	66616052	5511387	1188169	1188191	1188436	31826	1554	0
chr13	66863968	66864586	5759828	939635	939657	939902	119381	212	4294
chr13	69285798	69286688	4002049	1480177	574576	140448	15833	669	13587
chr13	69341008	69341644	3947093	1535387	519620	85492	37352	4105	3845
chr13	70035786	70036519	3252218	2230165	173098	75247	75237	10252	3872
chr13	72664256	72665300	623437	2922669	222594	5777	130276	2594	0
chr13	73063921	73064289	224448	2523680	235839	237507	31851	7242	11983
chr13	73185707	73186408	102329	2401561	113720	115388	44827	1810	4896
chr13	73933839	73936029	332764	1651940	299208	135977	134609	2897	62946
chr13	74066450	74067140	201653	1520829	431819	209736	168144	11811	15807
chr13	75399763	75401716	697986	186253	472463	103340	40000	400	52601
chr13	76077026	76078239	21463	488877	20044	8217	8197	4103	17055
chr13	76960258	76961468	528555	1372109	358198	53348	6951	257	0
chr13	77314328	77316085	253781	1178306	3581	3486	3291	0	4150
chr13	77316846	77317586	252280	1176805	2080	1985	1790	1086	6668
chr13	79029318	79030445	160237	144959	146167	20593	15719	4666	0
chr13	79046160	79046461	144221	128943	130151	4577	0	447	13055
chr13	80998482	80999084	889501	1589187	81380	81258	15678	4884	0
chr13	81889780	81890439	1780799	2480485	972678	101671	14470	13105	8968
chr13	82248548	82250431	2139567	2839253	1331446	256290	274333	4806	0
chr13	82743752	82744681	2634771	3334457	1821238	497750	34557	3514	861
chr13	82794323	82794789	2685342	3385028	1771130	447642	14937	13763	0
chr13	84449083	84449698	4340102	5039788	116221	757441	31965	294	4952
chr13	85118110	85118884	5009129	5708815	551073	1164740	17223	24771	3149
chr13	85194653	85195710	5085672	5785358	627616	1087914	21362	2239	652
chr13	85233761	85234578	5124780	5824466	666724	1049046	60470	12082	9937
chr13	86561179	86562253	5445015	5489063	7458	107500	104795	14334	2619
chr13	86871167	86871804	5135464	5179512	300912	417488	63109	38530	0
chr13	87136429	87137454	4869814	4913862	566174	312067	45395	2682	5655
chr13	87785128	87786680	4220588	4264636	1214873	335459	53639	13499	7056
chr13	88517333	88517775	3489493	3533541	1947078	1067664	17662	5883	0
chr13	88526671	88529148	3478120	3522168	1956416	1077002	27000	15221	0
chr13	89052427	89053411	2953857	2997905	2482172	1531705	139224	20	0
chr13	89323001	89323752	2683516	2727564	2641773	1261364	130218	6407	8659
chr13	89446788	89447666	2559602	2603650	2517859	1137450	124657	17186	0
chr13	90247225	90247780	1759488	1803536	1717745	337336	7547	9728	9601
chr13	90255955	90256872	1750396	1794444	1708653	328244	480	4985	509
chr13	91215496	91216301	790967	835015	749224	630232	50517	0	35769
chr13	91433346	91433987	573281	617329	531538	565209	31702	2011	5382
chr13	91990758	91991330	15938	59986	6819	7866	6946	1878	6734
chr13	92898906	92900128	888885	847452	558298	847735	58684	1287	0
chr13	93247921	93248674	1237900	1196467	209752	947736	132274	5279	12214
chr13	93288306	93288767	1278285	1236852	169659	907643	92181	23271	541
chr13	95765087	95766566	4017	146169	93565	11883	11863	848	16771
chr13	96421977	96423463	213	217990	90358	92593	27633	10307	3303
chr13	96780463	96781060	93448	36008	36902	74659	36759	12279	8903
chr13	97257104	97260312	570089	377278	513543	501924	42544	3986	4110
chr13	97307083	97307606	576167	329984	470860	454630	4079	697	21763
chr13	97658498	97659362	224411	16132	119104	102874	11863	2708	9402
chr13	97987858	97988560	21213	312227	32941	16963	31116	1680	9010
chr13	98428352	98429172	209785	134314	78819	23442	23510	2666	30190
chr13	98503207	98504324	134633	59162	3667	50445	1407	1274	6820
chr13	99024255	99024792	74312	229971	91883	21920	21880	12267	0
chr13	99383649	99384219	171198	66960	29911	23745	23725	7354	6669
chr13	101119621	101120337	155663	475801	37966	12069	3712	1430	24901
chr13	102324675	102325410	928503	245399	218464	16716	16747	312	6109
chr13	102838497	102839374	414539	267504	206833	125082	57453	5073	25271
chr13	102975458	102976482	277431	132601	69725	10854	10854	1906	40566
chr13	103267455	103269165	0	142225	15125	18111	17131	19789	7501
chr13	103337348	103337694	11626	212118	85018	87557	33127	355	2031
chr13	104019970	104022496	491093	894740	90033	90266	66279	10750	0
chr13	104301635	104302409	772758	1176405	371698	234150	1995	3387	0
chr13	104946963	104947757	1418086	1821733	688951	97622	55646	3505	970
chr13	105094468	105095193	1565591	1969238	541515	48941	40917	2268	10479
chr13	105096394	105097306	1567517	1971164	539402	50867	38804	4194	8366
chr13	106258190	106258729	886694	3132960	465289	439776	187911	4813	48098
chr13	107051707	107052483	92940	3082690	133734	135593	24359	3272	21154
chr13	107277474	107278334	65569	2856839	56188	56850	5030	1496	0
chr13	108756667	108757270	104788	1377903	108535	50701	50646	15084	6704
chr13	109308851	109309307	446601	825866	258307	192804	18708	12842	48517
chr13	109480390	109481954	618140	653219	85660	65743	13374	8617	65268
chr13	110433181	110433448	841713	291301	4618	5408	4137	6578	42224
chr13	110690981	110692119	583042	32630	82146	182550	81612	17877	0
chr13	111286072	111287020	0	51897	16321	18128	10239	1243	134084
chr13	111799043	111800863	12782	7839	4324	5033	5033	85	0
chr13	111843266	111844057	2452	52062	2482	6002	2622	4658	0
chr13	112610575	112612669	537996	536099	628169	483511	56607	995	12010
chr13	113584235	113584653	44408	23523	12752	12503	12483	1158	1750
chr13	113833032	113833729	9	208993	6370	24157	2168	1575	0
chr13	114272979	114274042	175	188595	31611	14263	14215	3232	145720
chr13	114457157	114457880	160813	4757	3744	4227	3936	4138	329898
chr13	114998339	114998964	3188	52586	1061	1312	1352	600	871080
chr14	28131	28545	20729009	20988148	20744722	20317676	19081191	19008347	18089522
chr14	130139	130642	20626912	20886051	20642625	20215579	18979094	18906250	17987425
chr14	639071	639844	20117710	20376849	20133423	19706377	18469892	18397048	17478223
chr14	667202	668193	20089361	20348500	20105074	19678028	18441543	18368699	17449874
chr14	1395180	1397539	19360015	19619154	19375728	18948682	17712197	17639353	16720528
chr14	1498782	1501736	19255818	19514957	19271531	18844485	17608000	17535156	16616331
chr14	2006043	2006857	18750697	19009836	18766410	18339364	17102879	17030035	16111210
chr14	2590179	2591051	18166503	18425642	18182216	17755170	16518685	16445841	15527016
chr14	2627084	2628567	18128987	18388126	18144700	17717654	16481169	16408325	15489500
chr14	2894903	2896796	17860758	18119897	17876471	17449425	16212940	16140096	15221271
chr14	4757847	4758759	15998795	16257934	16014508	15587462	14350977	14278133	13359308
chr14	5088851	5089436	15668118	15927257	15683831	15256785	14020300	13947456	13028631
chr14	5132768	5133399	15624155	15883294	15639868	15212822	13976337	13903493	12984668
chr14	5870282	5870975	14886579	15145718	14902292	14475246	13238761	13165917	12247092
chr14	5919008	5920178	14837376	15096515	14853089	14426043	13189558	13116714	12197889
chr14	6329983	6330773	14426781	14685920	14442494	14015448	12778963	12706119	11787294
chr14	8274569	8275198	12482356	12741495	12498069	12071023	10834538	10761694	9842869
chr14	8841628	8842321	11915233	12174372	11930946	11503900	10267415	10194571	9275746
chr14	9039644	9040690	11716864	11976003	11732577	11305531	10069046	9996202	9077377
chr14	9862029	9862800	10894754	11153893	10910467	10483421	9246936	9174092	8255267
chr14	10528215	10529212	10228342	10487481	10244055	9817009	8580524	8507680	7588855
