Chr	Start	End	DSBType	Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr1	243202527	243203592	1	1065	0	0	0	0	0	0	0	0	1.73637	0.00163039	6.71608	0.00630618	233180	515160	60812	61376	61344	15155	0
chr1	243643419	243644176	1	757	545.991	0.721256	0	0	166.001	0.219287	545.991	0	9.37493	0.0123843	25.4731	0.0336501	26774	436762	2190	115600	27399	760	21470
chr1	243718007	243718713	0	706	671.649	0.951344	131.772	0.186646	89.4104	0.126644	671.649	131.772	10.1556	0.0143846	0	0	101362	362225	32497	41063	4836	0	0
chr1	243761280	243762134	0	854	431.394	0.505145	188.523	0.220753	462.22	0.541241	431.394	188.523	53.5356	0.0626881	47.4923	0.0556116	131679	318804	9739	1206	1416	4140	1776
chr1	243882473	243883077	0	604	758.233	1.25535	324.326	0.536963	128.221	0.212286	758.233	324.326	8.40461	0.0139149	13.4322	0.0222387	10736	197861	128697	7879	7350	4017	2383
chr1	243924530	243925106	0	576	124.637	0.216384	198.574	0.344747	54.4912	0.0946028	124.637	198.574	15.0728	0.0261681	34.5878	0.0600483	30432	155832	86668	33426	22838	2436	2788
chr1	244784229	244784805	1	576	0	0	119.424	0.207333	41.1458	0.0714336	0	119.424	1.02139	0.00177325	0	0	83797	15875	30730	20725	17125	1500	6395
chr1	244968670	244969457	0	787	123.208	0.156554	594.491	0.755388	71.1617	0.0904215	123.208	594.491	22.6458	0.0287748	21.4435	0.0272471	36169	26018	27453	28819	3886	3964	10164
chr1	245308748	245309750	0	1002	167.263	0.166929	504.133	0.503126	122.809	0.122564	167.263	504.133	16.0651	0.016033	23.2664	0.02322	283453	7110	6745	10106	6746	3778	1635
chr1	245466189	245469052	0	2863	864.5	0.301956	1859.2	0.64939	683.11	0.238599	864.5	1859.2	58.2194	0.0203351	76.5633	0.0267423	366603	10632	5273	146185	4944	16774	24166
chr1	245472701	245473513	1	812	235.673	0.290238	112.131	0.138093	104.227	0.128359	235.673	112.131	11.0894	0.0136569	6.71608	0.00827103	362142	17144	812	152697	483	12313	30678
chr1	245673770	245675245	0	1475	723.004	0.490172	2651.13	1.79738	268.088	0.181754	723.004	2651.13	24.6229	0.0166935	45.8133	0.0310599	160410	26052	133611	134031	1211	1139	8448
chr1	245824663	245826167	1	1504	735.363	0.488938	125.283	0.0832999	0	0	735.363	125.283	5.29665	0.00352171	30.7021	0.0204136	9488	123167	12262	11209	11249	6293	19987
chr1	246275248	246276113	0	865	311.292	0.359875	118.346	0.136817	0	0	311.292	118.346	15.4376	0.017847	5.18098	0.00598957	409252	573752	157467	106881	4543	4417	13163
chr1	246343315	246343850	1	535	113.683	0.212491	79.501	0.1486	0	0	113.683	79.501	4.15853	0.00777295	0	0	361814	641819	183878	39144	8854	9161	5232
chr1	246404916	246406038	0	1122	0	0	118.892	0.105965	0	0	0	118.892	0	0	0	0	299626	703420	121690	21774	5756	3291	26078
chr1	246631786	246632398	0	612	223.779	0.365653	121.988	0.199326	69.451	0.113482	223.779	121.988	3.74268	0.00611548	14.3436	0.0234373	73266	930290	37016	17565	17542	2538	8836
chr1	246729862	246731239	0	1377	387.047	0.28108	284.599	0.206681	46130.1	33.5004	387.047	284.599	3045.47	2.21167	1405.77	1.02089	11021	1028366	0	0	38	0	15391
chr1	246749396	246749817	1	421	124.324	0.295306	118.892	0.282405	55.2259	0.131178	124.324	118.892	7.10597	0.0168788	9.2586	0.0219919	30555	1047900	4744	18883	5079	11434	0
chr1	246932273	246932974	0	701	3215.66	4.58725	507.72	0.724279	181.614	0.259079	3215.66	507.72	31.8675	0.04546	37.4182	0.0533783	1169	1230777	43712	3642	3642	6977	8881
chr1	247339217	247339746	1	529	208.718	0.394551	156.545	0.295926	0	0	208.718	156.545	5.25288	0.00992983	34.7797	0.0657461	14724	1637721	32896	33970	33970	22142	191918
chr1	247503805	247504496	0	691	1075.42	1.55632	356.781	0.516325	136.674	0.197792	1075.42	356.781	17.4731	0.0252867	17.2699	0.0249927	10516	1802309	7514	8006	7236	6673	356506
chr1	248276809	248277354	1	545	252.98	0.464183	87.1878	0.159978	0	0	252.98	87.1878	5.11426	0.00938396	21.1077	0.0387297	499068	2575313	176029	146685	22838	672	1129510
chr1	248316541	248317411	0	870	317.214	0.364614	629.167	0.72318	0	0	317.214	629.167	21.1866	0.0243524	44.3261	0.0509496	459011	2615045	215761	186417	16201	11182	1169242
chr1	248376686	248377050	1	364	16.5503	0.0454678	2.47415	0.00679712	0	0	16.5503	2.47415	0.714974	0.00196421	4.74923	0.0130473	399372	2675190	236471	153047	15808	356	1229387
chr1	248805469	248807837	0	2368	0	0	0	0	0	0	0	0	25.4181	0.010734	70.6148	0.0298204	28934	3103973	13798	13645	12457	11707	1658170
chr1	249239198	249240668	1	1470	0	0	0	0	0	0	0	0	75.357	0.0512632	118.059	0.0803123	20830	3537702	37603	38434	0	18762	2091899
chr10	257192	258645	0	1341	831.926	0.620377	1088.84	0.811959	71.1636	0.0530676	831.926	1088.84	18.9687	0.0141452	12.041	0.0089791	33982	57304	74058	28173	8347	0	6716
chr10	1041970	1049492	0	1069	839.372	0.785194	124.215	0.116197	104.883	0.0981135	839.372	124.215	14.5403	0.0136017	28.7832	0.0269254	0	146824	5932	3266	7586	0	0
chr10	1265786	1266333	1	1141	211.476	0.185343	118.892	0.1042	221.902	0.19448	211.476	118.892	79.2309	0.0694399	81.6963	0.0716007	88119	23846	161402	109402	109442	119	14602
chr10	1281413	1282384	1	956	49.8864	0.0521824	78.6539	0.0822739	1.61616	0.00169054	49.8864	78.6539	6.391	0.00668515	4.36545	0.00456637	103746	39473	177029	125029	119372	3929	0
chr10	1291985	1292560	0	565	0	0	577.148	1.0215	100.335	0.177584	0	577.148	5.80734	0.0102785	0	0	114318	50045	170291	135601	109196	5378	231
chr10	1490735	1491528	0	854	142.185	0.166492	698.728	0.818183	294.862	0.345272	142.185	698.728	12.1692	0.0142496	45.1417	0.0528591	182184	35271	15909	5228	5228	15850	11219
chr10	1768585	1769123	0	914	46.0471	0.0503797	164.969	0.180491	76.3676	0.0835531	46.0471	164.969	0.831706	0.000909963	14.3916	0.0157457	0	19065	6876	10380	1041	4702	0
chr10	2307125	2308020	1	1364	45.973	0.0337045	32.6954	0.0239702	0	0	45.973	32.6954	0	0	0	0	538256	267230	524993	182961	126636	3033	6012
chr10	2370066	2370841	1	523	0	0	118.892	0.227328	0	0	0	118.892	3.84481	0.00735145	17.8456	0.0341216	601197	330171	587934	245902	63815	13976	0
chr10	2395896	2396899	1	882	185.491	0.210307	189.123	0.214425	0	0	185.491	189.123	7.58749	0.0086026	27.9677	0.0317094	627027	356001	613764	271732	37757	10785	0
chr10	2474818	2475713	0	1364	503.63	0.36923	1222.86	0.896528	126.273	0.0925752	503.63	1222.86	71.7894	0.0526315	37.802	0.027714	639576	434923	633467	350654	11414	1469	1844
chr10	2478201	2478838	1	1246	143.655	0.115293	110.019	0.0882974	43.2802	0.0347353	143.655	110.019	5.39879	0.00433289	13.0004	0.0104337	636451	438306	630342	354037	8289	503	5227
chr10	2524065	2524560	1	1325	479.682	0.362024	237.785	0.17946	88.025	0.066434	479.682	237.785	21.887	0.0165185	36.4587	0.027516	590729	404323	584620	309725	36790	19213	8906
chr10	2625448	2626724	1	847	0	0	20.3969	0.0240813	0	0	0	20.3969	5.28206	0.0062362	3.35804	0.00396463	488565	302159	482456	207561	116272	7484	0
chr10	3421564	3422483	0	817	170.647	0.208871	575.931	0.704933	110.951	0.135803	170.647	575.931	18.925	0.023164	38.7614	0.0474435	209210	131570	92127	139527	19193	6821	2963
chr10	3565407	3566076	0	1113	399.844	0.359249	394.849	0.354761	89.4104	0.0803328	399.844	394.849	11.0529	0.00993076	0	0	252443	126583	38045	102523	37683	831	0
chr10	3870023	3870615	0	2687	7172.11	2.66919	527.312	0.196246	321.007	0.119467	7172.11	527.312	60.8459	0.0226445	69.0317	0.025691	45713	157810	215	24001	552	1391	1651
chr10	4152385	4152866	0	1052	313.883	0.298367	311.573	0.296172	209.588	0.199228	313.883	311.573	38.4774	0.0365754	29.7426	0.0282725	328075	147397	10661	17010	8041	5868	15097
chr10	4200611	4201203	0	1028	974.931	0.948376	1295.04	1.25976	179.187	0.174306	974.931	1295.04	16.6049	0.0161527	21.1077	0.0205328	376301	99060	36612	11973	11973	4346	133
chr10	4368922	4371762	0	721	324.052	0.449448	85.3902	0.118433	600.878	0.833395	324.052	85.3902	37.7405	0.0523447	67.3047	0.0933492	544612	68479	204923	155598	7458	273	0
chr10	4537966	4538589	1	696	116.698	0.167669	118.892	0.170822	0	0	116.698	118.892	2.5316	0.00363735	20.58	0.029569	713656	19159	373967	126894	18072	5360	1460
chr10	4956772	4957728	1	2227	119.821	0.0538038	0.49483	0.000222196	0	0	119.821	0.49483	11.3375	0.00509091	4.7972	0.00215411	539178	398906	496338	64648	5318	8462	5465
chr10	5162009	5162522	0	621	385.178	0.620254	200.62	0.32306	7.6518	0.0123217	385.178	200.62	12.0451	0.0193964	14.3916	0.0231749	334384	204796	291544	173649	24890	9371	51938
chr10	5411825	5413289	1	900	0	0	0	0	12.0058	0.0133397	0	0	21.9162	0.0243513	25.1373	0.0279304	83617	34412	40777	12842	12596	4372	9558
chr10	5413388	5414195	0	430	361.752	0.841284	201.412	0.468399	128.622	0.299121	361.752	201.412	10.1556	0.0236176	7.57958	0.0176269	82711	35975	39871	11936	11690	5935	8652
chr10	5423140	5423593	1	1214	232.531	0.191541	220.923	0.181979	0	0	232.531	220.923	7.82095	0.0064423	14.3916	0.0118547	73313	45727	30473	2538	2292	2432	0
chr10	5641406	5642318	0	1164	203.562	0.174881	143.919	0.123641	184.299	0.158332	203.562	143.919	18.3559	0.0157697	20.1483	0.0173095	88119	3170	16845	14303	14282	6554	49794
chr10	6043464	6044356	0	986	431.276	0.4374	343.106	0.347978	114.289	0.115912	431.276	343.106	15.8462	0.0160712	6.71608	0.00681144	33789	81425	22971	12054	12100	0	0
chr10	6411807	6416361	1	782	125.19	0.160089	89.1046	0.113944	50.752	0.0649002	125.19	89.1046	2.64103	0.00337728	14.3916	0.0184036	135858	41607	21752	21423	21423	1493	3667
chr10	6487202	6488355	0	16274	7730.67	0.475032	38134.9	2.3433	6014.42	0.369572	7730.67	38134.9	1413.24	0.0868406	936.461	0.0575434	211253	13673	96768	27625	18701	0	13
chr10	6731560	6732322	0	577	233.717	0.405055	255.478	0.442769	881.298	1.52738	233.717	255.478	81.1059	0.140565	79.6335	0.138013	455611	17171	108630	79750	41556	7048	14323
chr10	6876667	6879840	1	516	167.582	0.324772	0	0	0	0	167.582	0	6.31804	0.0122443	0	0	324445	19019	88341	64447	5617	307	93610
chr10	7032684	7033266	0	823	168.468	0.2047	447.139	0.543304	0	0	168.468	447.139	18.6988	0.0227203	21.1077	0.0256472	171019	11309	62366	62460	55090	2539	45735
chr10	7399247	7400163	0	633	422.953	0.668173	1054.46	1.66581	0	0	422.953	1054.46	5.58848	0.00882856	7.67552	0.0121256	280	212742	49599	19446	19203	10237	262
chr10	7606608	7607855	1	570	214.234	0.375849	237.812	0.417214	0	0	214.234	237.812	6.49313	0.0113915	14.2957	0.0250801	183034	5050	79458	43644	21601	0	9271
chr10	7686132	7687167	1	624	57.7183	0.0924972	89.6701	0.143702	168.441	0.269938	57.7183	89.6701	6.66824	0.0106863	0	0	105181	15140	141461	42209	21557	2761	13382
chr10	7779228	7780443	1	814	0	0	190.147	0.233596	8.77401	0.0107789	0	190.147	8.16385	0.0100293	11.2734	0.0138494	11905	71894	48185	49573	14144	4350	5647
chr10	7981121	7982094	0	1237	1129.51	0.913106	3263.57	2.63829	190.477	0.153983	1129.51	3263.57	35.8071	0.0289468	20.1483	0.016288	23851	93956	66681	16517	3722	0	16326
chr10	8100310	8100768	0	550	0	0	53.6887	0.0976158	186.588	0.339251	0	53.6887	4.30444	0.00782625	8.44307	0.015351	0	14510	516	4766	1186	101	6954
chr10	8304646	8304984	1	715	0	0	0	0	0	0	0	0	4.16582	0.00582632	6.57216	0.00919184	188449	126164	69131	52632	15272	5759	15880
chr10	8310187	8312227	1	719	209.624	0.29155	47.0428	0.0654281	0	0	209.624	47.0428	9.38223	0.013049	13.4322	0.0186817	193990	118921	61888	45389	8029	7364	8637
chr10	8404400	8405319	1	817	0	0	0	0	0	0	0	0	0.890072	0.00108944	0	0	288203	25829	29562	1776	1796	1312	0
chr10	8423361	8424200	1	716	85.4021	0.119277	81.2286	0.113448	59.9682	0.0837545	85.4021	81.2286	4.75677	0.00664353	0	0	307164	6948	48523	11497	11517	10140	0
chr10	9026322	9026908	0	548	0	0	0	0	0	0	0	0	1.95524	0.00356795	1.15133	0.00210096	910125	283390	628881	218788	40077	3944	12483
chr10	9154580	9155025	1	1047	377.682	0.360728	217.08	0.207336	78.2609	0.0747477	377.682	217.08	18.2902	0.0174692	28.7832	0.0274911	1038383	155273	500764	90671	96171	2452	24750
chr10	9429693	9430916	1	962	968.079	1.00632	142.405	0.14803	3.69408	0.00384	968.079	142.405	24.674	0.0256486	14.1997	0.0147606	1313496	87491	224873	85323	17773	12572	58285
chr10	9696666	9697553	1	802	224.686	0.280157	171.982	0.214442	82.4644	0.102823	224.686	171.982	6.42019	0.00800522	35.4993	0.0442634	1522244	354464	40664	41062	41042	5777	0
chr10	10234781	10235950	1	669	0	0	380.467	0.568709	161.328	0.241148	0	380.467	2.1887	0.0032716	14.3916	0.0215121	983847	684786	578779	326916	15306	2485	6524
chr10	10737085	10737917	0	1393	928.449	0.666511	595.664	0.427613	174.582	0.125328	928.449	595.664	9.9221	0.00712283	0	0	481880	182819	321393	37128	17364	11294	5792
chr10	11475404	11476439	0	624	0	0	0	0	0	0	0	0	0	0	0	0	27994	35012	14226	30020	6357	0	547
chr10	11477080	11477797	0	500	80.8112	0.161622	0	0	0	0	80.8112	0	0	0	0	0	26636	36688	12868	31696	4999	0	0
chr10	12442853	12443520	1	622	0	0	329.652	0.529986	55.6336	0.0894431	0	329.652	3.22468	0.00518438	7.91538	0.0127257	153145	487945	34412	34569	3456	3918	3662
chr10	12735691	12736809	1	2069	30.807	0.0148898	377.919	0.182658	89.107	0.0430677	30.807	377.919	8.22951	0.00397753	28.3994	0.0137262	26534	305989	57982	16387	12827	2537	1959
chr10	12783875	12784524	0	724	116.635	0.161098	1135.86	1.56887	136.787	0.188933	116.635	1135.86	7.70422	0.0106412	28.7832	0.0397558	15026	258274	106166	30531	30571	4756	5182
chr10	13111612	13115548	0	4357	4471.26	1.02622	2253.46	0.517204	1026.73	0.235651	4471.26	2253.46	102.438	0.0235112	91.0029	0.0208866	35518	68575	25560	26188	1368	0	19665
chr10	13128362	13148004	0	614	164.24	0.267492	1135.39	1.84917	160.194	0.260902	164.24	1135.39	9.02474	0.0146983	23.0266	0.0375026	3062	85325	0	0	0	0	0
chr10	13156533	13157753	1	643	99.3317	0.154482	351.288	0.546326	287.662	0.447375	99.3317	351.288	11.4396	0.017791	14.1517	0.0220089	112	113496	12192	14409	13909	8543	3015
chr10	13176985	13177634	0	372	27.7254	0.0745307	123.55	0.332125	19.8089	0.0532497	27.7254	123.55	6.7412	0.0181215	6.71608	0.018054	0	133948	25401	25822	25802	8246	23467
chr10	13211903	13212499	0	429	211.428	0.492838	652.332	1.52059	82.3679	0.192	211.428	652.332	3.26846	0.00761878	14.8713	0.0346651	1002	168866	7083	8299	8319	7581	0
chr10	13909465	13910272	1	430	77.7043	0.180708	54.3253	0.126338	10.111	0.023514	77.7043	54.3253	3.26846	0.00760107	4.22154	0.00981753	977	258860	20720	18884	5881	0	1521
chr10	14017354	14018096	1	702	508.278	0.724043	78.5436	0.111885	0	0	508.278	78.5436	15.89	0.0226353	0	0	0	151036	29617	5220	5350	9211	958
chr10	14087411	14088243	1	1393	116.557	0.0836732	233.134	0.167361	58.6957	0.0421362	116.557	233.134	20.0047	0.0143609	44.0383	0.031614	29733	80889	20176	35122	3887	994	865
chr10	14139642	14140420	1	905	440.422	0.486654	428.025	0.472956	114.777	0.126825	440.422	428.025	10.8268	0.0119633	0	0	81964	28712	72407	86496	3341	3099	0
chr10	14670954	14671691	1	647	301.458	0.465932	301.068	0.46533	91.7401	0.141793	301.458	301.068	2.33461	0.00360837	33.3885	0.0516052	28505	5593	18103	18365	15725	1433	3279
chr10	14774608	14775204	1	429	253.46	0.590815	184.165	0.429289	64.7822	0.151007	253.46	184.165	3.54569	0.00826502	0.287832	0.000670937	108426	16713	83612	72584	2898	3558	2646
chr10	15076309	15082795	0	586	117.387	0.200319	68.8025	0.11741	0	0	117.387	68.8025	21.493	0.0366775	9.11468	0.0155541	61284	211741	47543	42646	38168	5880	21327
chr10	15225403	15228577	0	1341	384.887	0.287015	372.047	0.27744	285.967	0.213249	384.887	372.047	20.4497	0.0152496	25.5691	0.0190672	47902	65959	14086	14379	13480	13528	8966
chr10	15251492	15252183	0	842	2236.01	2.65559	216.611	0.257258	50.3041	0.0597436	2236.01	216.611	13.745	0.0163243	14.3916	0.0170922	73991	42353	120	308	288	0	35055
chr10	15736045	15736835	1	1098	0	0	326.926	0.297747	110.951	0.101048	0	326.926	3.1955	0.00291029	2.49454	0.0022719	83077	21062	163713	49490	4370	4816	12706
chr10	15935717	15936241	1	674	0	0	170.17	0.252478	0	0	0	170.17	5.95326	0.00883274	11.6572	0.0172955	73302	2553	32654	33193	8450	508	0
chr10	16891300	16895854	0	782	438.091	0.560219	1156.46	1.47885	0	0	438.091	1156.46	7.60208	0.00972133	4.89314	0.00625722	37941	432930	31033	5756	5776	0	0
chr10	16943519	16944589	1	630	106.875	0.169642	118.892	0.188718	0	0	106.875	118.892	2.88179	0.00457427	8.73091	0.0138586	90160	384195	83252	31244	9995	9870	18230
chr10	16988804	16989215	0	2826	7016.74	2.48292	446.611	0.158036	449.267	0.158976	7016.74	446.611	80.0189	0.0283152	47.3963	0.0167715	135445	339569	128537	12823	12820	26947	0
chr10	17366383	17367670	1	1055	5.2812	0.00500588	37.1691	0.0352314	83.4367	0.0790869	5.2812	37.1691	6.52962	0.00618921	38.7614	0.0367407	87630	37479	92647	7599	7406	13	25545
chr10	17499706	17500472	1	1802	562.71	0.31227	104.014	0.0577215	298.528	0.165665	562.71	104.014	23.0543	0.0127937	36.4587	0.0202324	204333	12126	2908	53004	3062	2177	59702
chr10	17502500	17502935	0	624	105.738	0.169452	451.817	0.724065	0	0	105.738	451.817	4.63275	0.00742428	0	0	201870	14920	5702	50541	5856	0	57239
chr10	17596797	17597634	1	486	55.2747	0.113734	0	0	0	0	55.2747	0	10.1264	0.0208362	6.04447	0.0124372	107171	109217	60800	3814	3822	2561	28569
chr10	18330432	18330971	1	945	78.3979	0.0829607	54.4624	0.0576321	323.349	0.342168	78.3979	54.4624	7.76258	0.00821437	6.71608	0.00710696	497234	842852	585229	3160	1645	1256	5336
chr10	18662664	18663469	0	5965	6626.94	1.11097	3710.74	0.622085	943.561	0.158183	6626.94	3710.74	634.497	0.10637	552.542	0.0926306	164736	1175084	252731	60695	25927	12745	0
chr10	19068589	19069110	1	1169	84.5903	0.0723613	209.516	0.179227	0	0	84.5903	209.516	10.9435	0.00936141	15.7828	0.0135011	102478	1037216	117733	120245	15511	12066	17274
chr10	19147082	19147861	0	7188	19076.5	2.65394	1944.1	0.270464	1063.36	0.147936	19076.5	1944.1	292.921	0.0407514	260.152	0.0361926	180971	958465	196226	198738	62313	13078	4208
chr10	19155076	19155670	0	401	199.132	0.496588	140.749	0.350996	3161.32	7.88359	199.132	140.749	107.305	0.267593	46.1011	0.114965	188965	950656	204220	206732	70307	21072	12202
chr10	19171169	19171782	1	1244	479.04	0.38508	118.892	0.0955727	2.29554	0.00184529	479.04	118.892	3.21009	0.00258046	16.7902	0.013497	205058	934544	220313	222825	86400	29372	0
chr10	19179234	19180944	0	1640	1104.44	0.673438	1560.97	0.951812	220.333	0.134349	1104.44	1560.97	34.0708	0.0207748	24.2259	0.0147719	213123	925382	228378	230890	94465	20210	3648
chr10	19316364	19317046	1	525	221.764	0.422408	166.939	0.317979	0	0	221.764	166.939	1.16731	0.00222344	0	0	350253	789280	365508	303578	130181	7428	24702
chr10	19340012	19340755	0	508	121.48	0.239134	451.369	0.888522	0	0	121.48	451.369	13.9493	0.0274593	0	0	373901	765571	389156	279869	106472	4826	14512
chr10	19389891	19391296	1	702	211.476	0.301248	243.723	0.347183	0	0	211.476	243.723	13.0009	0.0185198	21.8752	0.0311613	423780	715030	439035	229328	55931	12732	1661
chr10	19460217	19461362	1	744	0	0	112.465	0.151163	0	0	0	112.465	10.8997	0.0146502	16.5024	0.0221806	494106	644964	509361	159262	12842	655	4256
chr10	19518434	19519563	0	490	250.794	0.511824	329.884	0.673232	68.1597	0.139101	250.794	329.884	6.0627	0.0123728	0	0	552323	586763	567578	101061	30190	14875	0
chr10	19526299	19527723	1	1196	136.834	0.11441	211.669	0.176981	232.811	0.194658	136.834	211.669	6.65365	0.00556325	12.1849	0.010188	560188	578603	575443	92901	38055	11407	4823
chr10	19594430	19595611	1	469	0	0	32.1739	0.0686012	80.9155	0.172528	0	32.1739	0.992209	0.00211558	6.71608	0.01432	628319	510715	643574	25013	106186	3883	0
chr10	19603738	19605068	1	565	157.837	0.279358	243.245	0.430523	38.2331	0.0676692	157.837	243.245	11.2718	0.0199501	33.8203	0.0598589	637627	501258	652882	15556	115494	3950	1535
chr10	19657743	19658729	1	3314	564.441	0.17032	452.756	0.136619	0	0	564.441	452.756	36.741	0.0110866	73.2053	0.0220897	691632	447597	706887	36971	119205	7346	779
chr10	19672974	19673893	1	1968	129.693	0.0659009	343.502	0.174544	76.7691	0.0390087	129.693	343.502	7.0768	0.00359593	7.67552	0.00390016	706863	432433	722118	52202	104041	3919	12558
chr10	19824328	19824772	1	1356	267.36	0.197168	686.555	0.506309	0	0	267.36	686.555	14.0077	0.0103301	30.7021	0.0226417	858217	281554	873472	203556	37430	1966	940
chr10	19865279	19865706	0	777	1274.72	1.64056	233.147	0.300061	104.475	0.134459	1274.72	233.147	16.0505	0.020657	2.7344	0.00351918	899168	240620	914423	244507	2929	1232	2203
chr10	20006756	20007071	0	2037	457.073	0.224385	1395.43	0.685042	291.828	0.143264	457.073	1395.43	31.3422	0.0153864	29.8386	0.0146483	1040645	99255	1055900	285765	47392	3721	24818
chr10	20058392	20058679	1	702	0.91112	0.00129789	379.296	0.540308	20.1201	0.0286612	0.91112	379.296	2.20329	0.00313859	0	0	1092281	47647	1107536	234157	3781	526	1957
chr10	20255060	20255455	1	878	94.6377	0.107788	59.3777	0.0676283	0	0	94.6377	59.3777	2.08656	0.00237649	28.3994	0.0323456	1288949	148593	1304204	37381	4140	3171	6559
chr10	20315611	20316256	1	813	0	0	0	0	110.951	0.136471	0	0	1.53209	0.00188449	0	0	1349500	209144	1364755	22627	22307	94	12654
